,Unnamed: 0,Unnamed: 0.1,id,true,cb_num,cb,xgb_num,xgb,lgb_num,lgb,dp,xgb_all
274,274,274,5603,3,3.3363563682976416,3.0,3.135399878025055,3,3.170554807832516,3.0,3,3
275,275,275,519,2,2.6419014814194512,3.0,2.620127558708191,3,2.6374677989041686,3.0,3,2
276,276,276,2542,4,3.1595052337904628,3.0,3.1297607421875,3,3.1164178908375297,3.0,3,3
277,277,277,233,4,3.351363849698509,3.0,3.2336009740829468,3,3.2147556139086007,3.0,3,3
278,278,278,6089,3,2.715280224456574,3.0,2.7316328287124634,3,2.7193291961574846,3.0,3,3
279,279,279,7423,3,2.4795301625359465,2.0,2.5020428597927094,3,2.446567191791161,2.0,3,3
280,280,280,2803,1,2.778162971090715,3.0,2.8337318301200867,3,2.795389455294317,3.0,3,3
281,281,281,5204,3,3.2374589011594486,3.0,3.204020142555237,3,3.2054529337478948,3.0,3,3
282,282,282,1596,3,2.8447136608789494,3.0,2.826370656490326,3,2.8518317722680133,3.0,3,3
283,283,283,2857,4,3.2509267948227487,3.0,3.2641938924789438,3,3.22017981706319,3.0,3,3
284,284,284,5299,2,2.90391683763058,3.0,2.8432306051254272,3,2.923131586582792,3.0,3,3
285,285,285,1090,3,2.7313879380259256,3.0,2.778927683830261,3,2.7819472871225592,3.0,3,3
286,286,286,18,3,2.4402640696018842,2.0,2.396878063678741,3,2.4476272596186566,2.0,3,3
287,287,287,7991,3,2.9378899308039155,3.0,3.0136407017707825,3,3.005884681161657,3.0,3,3
288,288,288,3938,3,3.2202526798446067,3.0,3.236729681491852,3,3.2333064411714267,3.0,3,3
289,289,289,4603,3,3.130949059568975,3.0,3.1727563738822937,3,3.160882157571669,3.0,3,3
290,290,290,7667,2,2.3389478817674925,2.0,2.0056959986686707,3,1.958195386850483,2.0,3,3
291,291,291,943,4,3.2365793291244085,3.0,3.1945852637290955,3,3.1881722523081275,3.0,3,3
292,292,292,846,3,3.033917391452728,3.0,3.0425198674201965,3,3.0115182449199907,3.0,3,3
293,293,293,1197,1,2.334090684959141,2.0,2.2598047256469727,3,2.3473787802233406,2.0,3,1
294,294,294,7172,3,3.0083833525394623,3.0,3.0715927481651306,3,3.087456896789588,3.0,3,3
295,295,295,571,3,2.9916470043271848,3.0,2.8824187517166138,3,2.871562337049462,3.0,3,3
296,296,296,878,3,2.506248038578934,3.0,2.6781530380249023,3,2.7393011358935104,3.0,3,3
297,297,297,2147,1,2.909150427057252,3.0,2.923612654209137,3,2.9141205774324703,3.0,3,3
298,298,298,5712,4,3.7361327131273367,4.0,3.7986247539520255,4,3.8082448149998585,4.0,3,4
299,299,299,3841,3,2.646222889326193,3.0,2.7221277952194214,3,2.7600425328840017,3.0,3,3
300,300,300,7768,3,3.35049605616171,3.0,3.1529377102851868,3,3.150144452986262,3.0,3,3
301,301,301,1944,3,3.1045293743211118,3.0,3.1178207993507385,3,3.1162898753724915,3.0,3,3
302,302,302,5741,3,3.0090628766334557,3.0,3.0489662885665894,3,3.035911876085967,3.0,3,3
303,303,303,6766,4,3.2121928126667165,3.0,3.0515729188919067,4,3.0747139179573573,3.0,3,4
304,304,304,5009,3,3.2696933821132617,3.0,3.2767093181610107,4,3.266400643928886,3.0,3,3
305,305,305,5599,4,2.932241620848605,3.0,2.873526155948639,3,2.893903017009116,3.0,3,3
306,306,306,4488,2,1.4273862400347581,1.0,1.4601939022541046,0,1.4029892110296842,1.0,3,2
307,307,307,1837,3,2.7498531641870403,3.0,2.966593980789185,4,3.0139749994108245,3.0,3,3
308,308,308,4589,4,3.507195140542552,4.0,3.4424760937690735,3,3.4204038717352416,3.0,3,4
309,309,309,3720,3,2.7668049679996987,3.0,2.6128792762756348,3,2.625207131200267,3.0,3,3
310,310,310,6170,3,2.54145749602924,3.0,2.5924063622951508,3,2.617089033233935,3.0,3,3
311,311,311,4451,4,2.95972105447383,3.0,2.90051805973053,3,2.930845888712284,3.0,3,3
312,312,312,3637,3,2.947317335743541,3.0,2.9789114594459534,3,2.9717279904766536,3.0,3,3
313,313,313,3734,3,2.61530321206568,3.0,2.704250752925873,3,2.633241620586869,3.0,3,3
314,314,314,7441,3,2.9268118333477924,3.0,2.872942447662353,3,2.858501492465995,3.0,3,3
315,315,315,5474,3,2.7826548786842302,3.0,2.747571647167206,3,2.7522941067284843,3.0,3,3
316,316,316,4980,3,3.398086801863116,3.0,3.37382572889328,3,3.376819901457348,3.0,3,3
317,317,317,2793,3,3.4241281941759563,3.0,3.422769606113434,3,3.3727552489484562,3.0,3,3
318,318,318,6115,3,3.388629308923355,3.0,3.359009087085724,4,3.390410317331064,3.0,3,3
319,319,319,2281,3,2.7493903371163686,3.0,2.841700911521912,3,2.8506192212719608,3.0,3,3
320,320,320,1271,1,1.6679175493384648,2.0,1.7418107986450195,2,1.6563700125964678,2.0,3,1
321,321,321,1451,3,3.341002460542752,3.0,3.2469505667686462,3,3.2257118544647554,3.0,3,3
322,322,322,3559,3,3.162006076116111,3.0,3.147990465164185,3,3.157429789027887,3.0,3,3
323,323,323,5892,3,2.8490330124991616,3.0,2.8324190974235535,3,2.832711489407558,3.0,3,3
324,324,324,7730,3,3.2610901550452898,3.0,3.254786252975464,3,3.2630505560751475,3.0,3,3
325,325,325,1012,2,2.6598574100287573,3.0,2.505109876394272,3,2.608203150733132,3.0,3,3
326,326,326,1805,3,3.374256527362162,3.0,3.246715545654297,3,3.2644233063217563,3.0,3,3
327,327,327,7454,3,2.912644008820616,3.0,2.985304594039917,3,3.0136503525682707,3.0,3,3
328,328,328,2778,3,2.330944818891353,2.0,2.3405711054801936,3,2.365892356059629,2.0,3,3
329,329,329,6540,4,3.5825751100135967,4.0,3.630154311656952,4,3.576888537459098,4.0,3,4
330,330,330,2108,2,2.461486707572623,2.0,2.4259665310382843,3,2.4705686003894716,2.0,3,3
331,331,331,3615,3,2.7984138521848925,3.0,2.747715950012207,3,2.790472568852344,3.0,3,3
332,332,332,923,3,2.8477302608774933,3.0,2.865637242794037,3,2.9136168101084388,3.0,3,3
333,333,333,6519,3,3.294794193328716,3.0,3.225652575492859,3,3.2191217729198103,3.0,3,3
334,334,334,5922,3,2.449386080384399,2.0,2.5307378470897675,3,2.538983203209579,3.0,3,3
335,335,335,948,3,3.089379537257558,3.0,3.0741546750068665,3,3.0696670543170823,3.0,3,3
336,336,336,3664,3,2.6519469198560146,3.0,2.6421769261360173,3,2.6521980188277645,3.0,3,2
337,337,337,7933,3,3.0675002105458837,3.0,2.9398710131645203,3,3.0024866545807285,3.0,3,3
338,338,338,4216,4,3.2289435921128167,3.0,3.306376874446869,3,3.3056560186867325,3.0,3,3
339,339,339,1741,2,2.4475049435971687,2.0,2.5371925830841064,3,2.54830574984646,3.0,3,3
340,340,340,3066,2,2.4262246316391547,2.0,2.2785338759422302,3,2.28617782397234,2.0,3,2
341,341,341,4221,3,2.5695117397141582,3.0,2.5994096398353577,3,2.5874001344009123,3.0,3,3
342,342,342,6431,3,3.0381877360528717,3.0,3.0302048921585083,3,3.0708634480225454,3.0,3,3
343,343,343,1401,2,2.9613604181156745,3.0,2.8821053504943848,3,2.970619185388163,3.0,3,3
344,344,344,5162,2,1.634108536064049,2.0,1.765005499124527,2,1.6802788856549378,2.0,3,1
345,345,345,5456,3,2.8153667414332886,3.0,2.8858490586280823,3,2.88666454573318,3.0,3,3
346,346,346,3007,3,3.341448428558199,3.0,3.334546744823456,3,3.362170381772972,3.0,3,3
347,347,347,6904,3,3.1100510607235865,3.0,3.129079341888428,3,3.157246460656028,3.0,3,3
348,348,348,3739,3,3.085036195086482,3.0,3.029984414577484,3,3.0395303736894115,3.0,3,3
349,349,349,4467,3,2.84613075648308,3.0,2.9221907258033752,3,2.918247855858242,3.0,3,3
350,350,350,5363,3,2.8562041875113326,3.0,2.8283073902130127,3,2.8558570471228837,3.0,3,3
351,351,351,5392,3,3.3233193250680686,3.0,3.304267942905426,3,3.3135649844452626,3.0,3,3
352,352,352,4730,4,2.598449197002291,3.0,2.5625116229057308,3,2.6003907331725946,3.0,3,3
353,353,353,5997,4,3.5810628252298584,4.0,3.597307205200196,3,3.598503264691221,4.0,3,4
354,354,354,4649,4,3.2811364912061984,3.0,3.2619680166244507,3,3.2419431169505826,3.0,3,3
355,355,355,3995,2,2.1123463427294498,2.0,2.1622834801673894,3,2.262373266465946,2.0,3,1
356,356,356,555,3,2.6679359523241017,3.0,2.7432227730751038,3,2.724289938548896,3.0,3,3
357,357,357,3261,3,2.5724519436522364,3.0,2.514226347208023,3,2.542807811261857,3.0,3,3
358,358,358,1138,3,3.0524313779363834,3.0,3.1075419187545776,3,3.087426440006667,3.0,3,3
359,359,359,2361,3,2.8749126600528228,3.0,2.871777832508087,3,2.861335161366785,3.0,3,3
360,360,360,2156,4,3.01131484247835,3.0,2.989261507987976,3,2.9832473737975334,3.0,3,3
361,361,361,6562,4,3.373516101377573,3.0,3.349090099334717,3,3.3371536106284587,3.0,3,3
362,362,362,4112,3,3.2187358554388528,3.0,3.20413589477539,3,3.2028328029298616,3.0,3,3
363,363,363,3375,3,2.5749042606636383,3.0,2.770976841449737,3,2.8628925961834497,3.0,3,3
364,364,364,3997,2,3.0191063208238464,3.0,2.96903133392334,3,2.9975447912648354,3.0,3,3
365,365,365,7572,3,2.931676259423232,3.0,2.8800836205482483,3,2.8773623268597617,3.0,3,3
366,366,366,4859,3,3.122355441801524,3.0,3.1096500754356384,3,3.0342532954126606,3.0,3,3
367,367,367,3328,3,2.9474444341315107,3.0,3.0333598256111145,3,3.0184179959641986,3.0,3,3
368,368,368,2484,4,3.1645899338368797,3.0,2.9115710854530334,4,3.1286988849431574,3.0,3,4
369,369,369,3103,3,2.912673967958831,3.0,2.8480805158615112,3,2.8571074232255844,3.0,3,3
370,370,370,639,3,2.9807358382302387,3.0,2.9458197951316833,3,2.9319487797176547,3.0,3,3
371,371,371,3339,3,2.8778570287481333,3.0,2.9504056572914124,3,2.99028657044906,3.0,3,3
372,372,372,3683,3,3.0106297023010087,3.0,2.9431397914886475,3,2.9397997371836264,3.0,3,3
373,373,373,5961,3,2.756012336697648,3.0,2.6946293711662292,3,2.7187682675362272,3.0,3,3
374,374,374,1558,4,3.263627173088272,3.0,3.14447557926178,3,3.1817688782524782,3.0,3,3
375,375,375,5568,3,3.060460778669721,3.0,2.97266161441803,3,3.011716595618478,3.0,3,3
376,376,376,1104,3,3.0213349344351896,3.0,3.035732746124268,3,3.0339085924541465,3.0,3,3
377,377,377,6621,3,2.6512717395512424,3.0,2.663413822650909,3,2.70959535741424,3.0,3,3
378,378,378,5035,3,2.8763123796393195,3.0,2.6769274175167084,3,2.9053837592517566,3.0,3,3
379,379,379,3225,2,2.706353159672187,3.0,2.5698694586753845,3,2.5833438765522185,3.0,3,3
380,380,380,1950,2,2.062480299186649,2.0,1.9497547447681427,3,1.992034772805744,2.0,3,2
381,381,381,3379,3,2.8256079192135046,3.0,2.7332735657691956,3,2.7440718307230694,3.0,3,3
382,382,382,6088,3,2.9069166907249744,3.0,2.785526990890503,3,2.796426518131999,3.0,3,3
383,383,383,743,2,2.0181612662588515,2.0,2.039654105901718,2,1.9816803297326369,2.0,3,1
384,384,384,4093,3,2.6971452357502343,3.0,2.700444757938385,3,2.7064152280448983,3.0,3,3
385,385,385,533,3,3.1800328426345783,3.0,3.1395387053489685,3,3.2020305877789044,3.0,3,3
386,386,386,7629,4,2.7614081220568485,3.0,2.703706383705139,3,2.6789657704025047,3.0,3,3
387,387,387,193,3,3.6796882814100345,4.0,3.640662431716919,4,3.682478672273128,4.0,3,4
388,388,388,1267,3,3.232604610899148,3.0,3.0855668783187866,3,3.0851667077528324,3.0,3,3
389,389,389,7548,2,1.7033701867724949,2.0,1.8565098941326141,2,1.810794136200529,2.0,3,1
390,390,390,7054,3,2.5857935396170797,3.0,2.524105042219162,3,2.547793442429483,3.0,3,3
391,391,391,6020,2,2.6416299799171306,3.0,2.6259647607803345,3,2.654696080988941,3.0,3,2
392,392,392,7224,3,3.11008693271109,3.0,3.2403932213783264,3,3.2310314969511413,3.0,3,3
393,393,393,6749,3,3.1528857270993065,3.0,3.120821952819824,3,3.155689332925582,3.0,3,3
394,394,394,5707,3,2.556088795116152,3.0,2.5966004133224487,3,2.7278233083968315,3.0,3,3
395,395,395,2645,3,2.8277721663854445,3.0,2.6797423958778377,3,2.744256663185919,3.0,3,3
396,396,396,7221,3,3.238022723451792,3.0,3.1779149174690247,3,3.1864788883480637,3.0,3,3
397,397,397,1513,3,2.7902847363887213,3.0,2.7239919304847717,3,2.7441134623223813,3.0,3,3
398,398,398,2918,4,3.152957997954692,3.0,3.337734282016754,3,3.322169287970725,3.0,3,3
399,399,399,586,2,1.8772921149038857,2.0,1.8776490688323968,2,1.9045820722198363,2.0,3,1
400,400,400,7010,1,2.7668571781721965,3.0,2.7154968976974487,3,2.7454792662891725,3.0,3,3
401,401,401,7086,3,3.0047005080756035,3.0,2.9641073346138,3,2.99305566002523,3.0,3,3
402,402,402,7151,2,3.140657515258768,3.0,3.045876681804657,3,3.037778115418952,3.0,3,3
403,403,403,1154,1,2.1900949076427008,2.0,2.5275713801383968,3,2.5650830636701465,3.0,3,3
404,404,404,3844,2,2.9474594012714386,3.0,2.9868423342704773,3,2.9888800236345965,3.0,3,3
405,405,405,7842,1,2.6158157634409682,3.0,2.539929270744324,3,2.5234269893514143,3.0,3,3
406,406,406,5321,3,3.2206157629028525,3.0,3.2175524830818176,3,3.2375486232030237,3.0,3,3
407,407,407,108,2,2.6856841599127916,3.0,2.610895812511444,3,2.641707686194876,3.0,3,2
408,408,408,5180,3,3.1371377216090446,3.0,3.0892422199249268,3,3.1149167238853224,3.0,3,3
409,409,409,1983,3,3.1638902632634807,3.0,3.2017481923103333,3,3.2282214103748763,3.0,3,3
410,410,410,1662,3,2.6675065345332643,3.0,2.882654428482056,3,2.8536169210564637,3.0,3,3
411,411,411,1628,3,3.128202313544896,3.0,3.0634164810180664,3,3.031713725722752,3.0,3,3
412,412,412,6309,2,2.3636595148219044,2.0,2.3371440172195435,3,2.3735553838494337,2.0,3,3
413,413,413,3554,3,3.11874195219044,3.0,3.12070369720459,3,3.1119401139097045,3.0,3,3
414,414,414,2373,3,3.1879964193362764,3.0,3.24460905790329,3,3.442116695194208,3.0,3,3
415,415,415,2124,3,3.0336106862996615,3.0,3.0305894613265987,3,3.072042248957821,3.0,3,3
416,416,416,2074,2,2.774533694977686,3.0,2.7310709357261658,3,2.8261520386880026,3.0,3,3
417,417,417,2023,2,3.4541141451377486,3.0,3.54522567987442,3,3.525818735691712,4.0,3,3
418,418,418,5659,4,3.0385981779156324,3.0,3.038360059261322,3,3.0694538739117636,3.0,3,3
419,419,419,1901,3,2.737337839942243,3.0,2.793941736221313,3,2.805597456439333,3.0,3,3
420,420,420,1028,3,2.4962022858259605,2.0,2.5083608329296108,3,2.4785878856927863,2.0,3,3
421,421,421,7998,3,2.7981288198328085,3.0,2.8456064462661743,3,2.8693275467858212,3.0,3,3
422,422,422,4796,3,3.3115423396564445,3.0,3.339273154735565,4,3.3158580235913835,3.0,3,3
423,423,423,7668,3,3.0813983775923344,3.0,3.078682839870453,3,3.080282906462169,3.0,3,3
424,424,424,5852,3,3.4998794536745863,3.0,3.444040536880493,3,3.445891471937749,3.0,3,3
425,425,425,3954,3,3.2655308662001428,3.0,3.3357849717140198,3,3.3154573767339786,3.0,3,3
426,426,426,7517,1,2.1607667518337204,2.0,2.013612776994705,2,2.039490861930552,2.0,3,1
427,427,427,4187,3,2.8483577617298663,3.0,2.8881855607032776,3,2.8898766291855567,3.0,3,3
428,428,428,6776,2,2.6477917817656813,3.0,2.631339013576508,3,2.629545795907964,3.0,3,2
429,429,429,2396,2,2.5806813844326206,3.0,2.6217756867408752,3,2.635621236758804,3.0,3,2
430,430,430,7091,3,3.06519622696756,3.0,2.9643072485923767,3,2.9800931988085733,3.0,3,3
431,431,431,5239,1,1.8826983529110488,2.0,2.081580013036728,0,2.043351950695264,2.0,3,1
432,432,432,7443,3,3.1123659343907684,3.0,3.0739011764526367,3,3.0890489597593893,3.0,3,3
433,433,433,5870,2,1.6396643584168276,2.0,1.6363077759742737,3,1.4987764470495608,1.0,3,2
434,434,434,817,3,2.494437473917956,2.0,2.397172480821609,3,2.467699424773309,2.0,3,3
435,435,435,3005,3,3.3488045556997874,3.0,3.1169931292533875,3,3.2006577590203165,3.0,3,3
436,436,436,5316,3,2.9999639676173264,3.0,2.8971473574638367,3,3.000852132947424,3.0,3,3
437,437,437,7496,3,3.096235967994533,3.0,3.052110195159912,3,3.059475626941004,3.0,3,3
438,438,438,5658,1,2.4134258241412336,2.0,2.41028979420662,3,2.4215335690961948,2.0,3,3
439,439,439,2598,3,3.04316742920139,3.0,2.9184929728507996,3,2.981769556561594,3.0,3,3
440,440,440,7809,2,2.5227498673203788,3.0,2.5653678774833684,3,2.593811476966136,3.0,3,3
441,441,441,133,4,3.12175494180544,3.0,3.0648987293243413,3,3.0850798445929355,3.0,3,3
442,442,442,1829,3,2.8147515461745503,3.0,2.623642712831497,3,2.657989664596041,3.0,3,3
443,443,443,1643,3,2.8358656460996414,3.0,2.734265923500061,3,2.7703812703948083,3.0,3,3
444,444,444,4401,3,3.6010402862934607,4.0,3.4329219460487366,3,3.4185919917841767,3.0,3,4
445,445,445,6818,4,2.8859455488780807,3.0,2.942879617214203,3,2.963581796107292,3.0,3,3
446,446,446,548,2,2.2086682859172138,2.0,2.2666076123714447,2,2.2435895152864918,2.0,3,2
447,447,447,5970,4,2.9644425789447038,3.0,2.9724887013435364,3,2.96837217941944,3.0,3,3
448,448,448,218,4,2.9635280045067205,3.0,2.850980579853058,3,2.839530325895039,3.0,3,3
449,449,449,431,3,3.339349822408498,3.0,3.519797265529633,3,3.564414988664624,4.0,3,3
450,450,450,4849,3,3.0770530705438994,3.0,3.013770878314972,3,3.0399549703898865,3.0,3,3
451,451,451,6757,3,3.192174520722959,3.0,3.1863308548927307,3,3.1774219754465625,3.0,3,3
452,452,452,4149,3,2.600363394595659,3.0,2.6149827241897583,3,2.6711161960450136,3.0,3,3
453,453,453,1924,3,2.6598084563021778,3.0,2.798423171043396,3,2.8304770758169857,3.0,3,3
454,454,454,139,3,2.8070118834585207,3.0,2.891903579235077,3,2.8708838137343617,3.0,3,3
455,455,455,6487,1,2.154543273784906,2.0,2.1603130400180817,3,2.1488975452583463,2.0,3,3
456,456,456,2501,4,2.9710951926263696,3.0,2.9396146535873413,3,2.9597011335339545,3.0,3,3
457,457,457,4552,3,2.8880774925717936,3.0,3.013003170490265,3,3.026684188069133,3.0,3,3
458,458,458,850,2,2.8510780058933576,3.0,2.8637978434562683,3,2.8051178639375527,3.0,3,3
459,459,459,3847,3,2.8150800584048143,3.0,2.714722692966461,3,2.704123299488277,3.0,3,3
460,460,460,3414,3,3.1179494304289745,3.0,3.01406192779541,3,3.0827129331593577,3.0,3,3
461,461,461,2557,4,3.12112232166957,3.0,2.9971254467964172,3,3.054249313202164,3.0,3,3
462,462,462,8000,3,3.043678398042461,3.0,3.086270272731781,3,3.0783765579530504,3.0,3,3
463,463,463,3222,3,2.8815404948987924,3.0,2.7902240753173837,3,2.8238464013232387,3.0,3,3
464,464,464,5263,2,2.4638693079818617,2.0,2.425816923379898,3,2.4331084727755274,2.0,3,2
465,465,465,2488,3,2.8278222405635,3.0,2.9003313183784485,3,2.9313838009195594,3.0,3,3
466,466,466,2275,3,2.8153078540118015,3.0,2.8462920188903813,3,2.846828676232245,3.0,3,3
467,467,467,3388,3,3.2252676846388137,3.0,3.2188802957534786,3,3.232248140156248,3.0,3,3
468,468,468,2090,3,2.9285531444224806,3.0,2.991116762161255,3,3.0569754841256054,3.0,3,3
469,469,469,4811,3,3.0875909594751825,3.0,3.1111838817596436,3,3.109756094218224,3.0,3,3
470,470,470,6653,0,1.6295576819395232,2.0,1.3763061165809631,1,1.4702962310249186,1.0,3,0
471,471,471,1684,3,2.606830306422364,3.0,2.55258047580719,3,2.567164784854619,3.0,3,2
472,472,472,960,2,2.345523812723848,2.0,2.519286543130874,3,2.5302513544571035,3.0,3,3
473,473,473,655,3,2.9331066921378897,3.0,2.9629141688346863,3,2.9740296975422265,3.0,3,3
474,474,474,3351,1,2.1182731473045218,2.0,2.1945461332798004,2,2.2074275830284336,2.0,3,1
475,475,475,6549,4,3.100801715122888,3.0,3.073665499687195,3,3.0851602029591882,3.0,3,3
476,476,476,1603,3,2.8311460596456333,3.0,2.9422239661216736,3,2.9078001819174037,3.0,3,3
477,477,477,6183,1,1.1177230854995577,1.0,0.8602361530065536,0,0.7319084293103799,1.0,3,0
478,478,478,7469,2,2.63632813779827,3.0,2.6272007822990417,3,2.632384581752294,3.0,3,2
479,479,479,530,3,2.707235995361108,3.0,2.6429144144058228,3,2.630973065136239,3.0,3,2
480,480,480,2961,3,3.311142166879709,3.0,3.288948714733124,3,3.257465872392602,3.0,3,3
481,481,481,4902,3,2.5037026630581334,3.0,2.6515653133392334,3,2.6837038739238332,3.0,3,3
482,482,482,6285,2,2.5262312734311485,3.0,2.6043741106987004,3,2.6103508535023017,3.0,3,3
483,483,483,5417,3,2.5737688656676125,3.0,2.659001290798188,3,2.6391969299242635,3.0,3,3
484,484,484,4884,2,2.2664427601729376,2.0,2.3774494230747223,3,2.3803083342206706,2.0,3,3
485,485,485,6748,3,3.115312796635129,3.0,3.0811038613319397,3,3.0853097310343416,3.0,3,3
486,486,486,7685,4,2.9872910519242946,3.0,2.9815248250961304,3,2.9678278137809686,3.0,3,3
487,487,487,1822,3,3.178009998331391,3.0,3.323218047618866,3,3.3422049752576637,3.0,3,3
488,488,488,1272,2,2.6984487817401983,3.0,2.6606903672218323,3,2.6669026430051948,3.0,3,2
489,489,489,4885,3,2.166265709662761,2.0,2.096913903951645,3,2.141993130795793,2.0,3,3
490,490,490,6870,3,3.1693860519126336,3.0,3.086333215236664,3,3.0863707599721955,3.0,3,3
491,491,491,6472,2,2.5867643925683845,3.0,2.5522297620773315,2,2.568424155524239,3.0,3,2
492,492,492,1801,1,2.7872674103921824,3.0,2.7439545392990112,3,2.7772087803739733,3.0,3,3
493,493,493,2515,4,3.4487255942010338,3.0,3.4035534262657166,3,3.3711777387580932,3.0,3,3
494,494,494,111,3,3.027780356173892,3.0,3.0056533217430115,3,3.0105188809117047,3.0,3,3
495,495,495,7023,1,2.504759081683635,3.0,2.458840489387512,3,2.500436720466267,3.0,3,3
496,496,496,6964,3,2.876331786104344,3.0,2.8162342309951782,3,2.882006320243013,3.0,3,3
497,497,497,1834,3,3.167156517355604,3.0,3.0849334001541138,3,3.0789149543985497,3.0,3,3
498,498,498,7284,4,3.300138406718983,3.0,3.290540039539337,3,3.2716492443894394,3.0,3,3
499,499,499,6462,3,2.7939584877493875,3.0,2.7947914600372314,3,2.7830182236733187,3.0,3,3
500,500,500,4225,3,3.5274376028047176,4.0,3.5459532737731934,3,3.5424362186104563,4.0,3,4
501,501,501,2868,3,3.6329461356590467,4.0,3.599911868572235,4,3.721098388640235,4.0,3,4
502,502,502,1941,3,2.8166915243554485,3.0,2.887740194797516,3,2.9157150201022617,3.0,3,3
503,503,503,2782,3,2.501909898227148,3.0,2.36266189813614,2,2.3371817359340183,2.0,3,3
504,504,504,745,3,2.4711937064023264,2.0,2.462442934513092,3,2.5216046668206737,3.0,3,3
505,505,505,2726,3,2.8789593651615237,3.0,2.7417528629302983,3,2.8242944765706604,3.0,3,3
506,506,506,794,3,2.5782312564949583,3.0,2.580536723136902,3,2.5932478349769235,3.0,3,3
507,507,507,3582,4,2.7377523983696257,3.0,2.678992092609405,3,2.6772409961442882,3.0,3,3
508,508,508,6419,3,2.8443068779404066,3.0,2.881696760654449,3,2.9038842882432205,3.0,3,3
509,509,509,5045,3,2.482930507147,2.0,2.5395815968513493,3,2.4755203897914093,2.0,3,3
510,510,510,1254,3,3.218795278410948,3.0,3.1137033700943,3,3.0988943646780736,3.0,3,3
511,511,511,3435,3,3.3310364542765583,3.0,3.396979868412018,3,3.4062179979033664,3.0,3,3
512,512,512,1148,4,4.073071195685549,4.0,3.995467782020569,4,4.032335363714884,4.0,3,3
513,513,513,1656,3,2.1081789895094944,2.0,1.996834576129913,3,2.006992735133432,2.0,3,3
514,514,514,7489,3,3.2232415604488387,3.0,3.182952046394348,3,3.188214494706065,3.0,3,3
515,515,515,3797,2,3.090673537449567,3.0,3.0334812998771667,3,3.0769380932875423,3.0,3,3
516,516,516,1556,2,2.4049908869716816,2.0,2.535960555076599,3,2.5423102621946616,3.0,3,3
517,517,517,1669,3,3.4531328270716166,3.0,3.4506605863571167,3,3.4370487727585965,3.0,3,3
518,518,518,624,4,3.6464544329294526,4.0,3.6517698168754578,4,3.5856633304051857,4.0,3,4
519,519,519,5853,3,2.7292891464599283,3.0,2.752000212669373,3,2.787303343911257,3.0,3,3
520,520,520,3385,3,3.1522136973114923,3.0,3.331399321556092,3,3.2303323128493635,3.0,3,3
521,521,521,5697,3,2.9665713114435746,3.0,2.967925190925598,3,2.9646389804736684,3.0,3,3
522,522,522,788,3,3.3762250661265742,3.0,3.3687261939048767,3,3.3593602707787724,3.0,3,3
523,523,523,3287,3,3.3380879743882224,3.0,3.3014333248138428,3,3.2630269741808915,3.0,3,3
524,524,524,689,3,2.652773695157068,3.0,2.721179246902466,3,2.745153908416716,3.0,3,3
525,525,525,16,3,3.0773074593246825,3.0,3.0148653388023376,3,3.022469156452966,3.0,3,3
526,526,526,5241,4,3.5887017852483565,4.0,3.6462616324424735,4,3.600694866311981,4.0,3,4
527,527,527,1947,3,3.2750864096088366,3.0,3.2598462104797363,3,3.256871729229505,3.0,3,3
528,528,528,1899,3,3.3420065690606613,3.0,3.4117918014526367,3,3.375077919586161,3.0,3,3
529,529,529,3724,3,3.2288677331218527,3.0,3.1892411708831787,3,3.138679674489892,3.0,3,3
530,530,530,2062,4,3.561219759453932,4.0,3.5817676782608032,3,3.5613871031489235,4.0,3,4
531,531,531,3900,3,3.192795294835314,3.0,3.154212534427643,3,3.1499861206765907,3.0,3,3
532,532,532,1907,3,3.1678320915564724,3.0,3.2299934029579163,3,3.19269362825948,3.0,3,3
533,533,533,1198,1,2.1947511778664937,2.0,2.244406908750534,3,2.2409900084545287,2.0,3,1
534,534,534,6515,3,3.0334965421129843,3.0,3.0100855827331543,3,3.039203244315748,3.0,3,3
535,535,535,6935,3,3.0712274039144414,3.0,3.1988471150398254,3,3.1411958399208206,3.0,3,3
536,536,536,5671,1,1.7816492495996583,2.0,1.7554585635662079,2,1.7969210700241005,2.0,3,1
537,537,537,6424,3,2.8257291148730332,3.0,2.8393933176994324,3,2.8335427112669738,3.0,3,3
538,538,538,6178,3,3.2834777388699434,3.0,3.4023439884185787,3,3.3635515568478467,3.0,3,3
539,539,539,2256,4,3.2326234341865803,3.0,3.221743404865265,3,3.2388341244940446,3.0,3,3
540,540,540,6044,3,3.038278727507425,3.0,3.092139720916748,3,3.0756894291914088,3.0,3,3
541,541,541,1213,4,3.086447220072853,3.0,3.066643595695496,3,3.0683528291037296,3.0,3,3
542,542,542,387,4,2.9396211186028935,3.0,3.0111988782882686,3,3.0113346889089816,3.0,3,3
543,543,543,912,3,2.7487466935878384,3.0,2.7728119492530823,3,2.7387293855353625,3.0,3,3
544,544,544,1432,1,1.6934933653885276,2.0,1.6265287399291992,1,1.6402840867303488,2.0,3,1
545,545,545,7427,3,2.87086351266185,3.0,2.8763353824615483,3,2.958948540751692,3.0,3,3
546,546,546,2691,3,2.861409625131748,3.0,2.796756386756897,3,2.816548120202871,3.0,3,3
547,547,547,648,3,3.0323906231967257,3.0,2.941296756267548,3,3.003441973191635,3.0,3,3
